"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EPD","Enterprise Products Partners L.P.","28.46","62181510283.28","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/epd",
"EQM","EQM Midstream Partners, LP","43.08","8937274700.4","n/a","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/eqm",
"ETRN","Equitrans Midstream Corporation","19.68","5004053280","n/a","2018","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/etrn",
"ESTR","Estre Ambiental, Inc.","1.26","64495282.32","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.08","0","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estrw",
"EVRG","Evergy, Inc.","56.93","14496087778.69","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/evrg",
"ES","Eversource Energy","70.6","22372138044.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/es",
"EXC","Exelon Corporation","49.63","48128490654.79","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/exc",
"FN","Fabrinet","56.17","2072933460.29","n/a","2010","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/fn",
"FE","FirstEnergy Corp.","41.62","22064933523.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fe",
"FTS","Fortis Inc.","36.71","15728783486.6","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fts",
"FTR","Frontier Communications Corporation","2.69","283265070","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftr",
"FTNW","FTE Networks, Inc.","1.48","28198416.32","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftnw",
"GLIBA","GCI Liberty, Inc.","55.58","5867544750.9","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","24.23","869735850","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glibp",
"GNE","Genie Energy Ltd.","8.11","214706783.86","n/a","2011","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/gne",
"GPJA","Georgia Power Company","24.69","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/gpja",
"GWRS","Global Water Resources, Inc.","9.51","204192024.96","n/a","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/gwrs",
"GLOW","Glowpoint, Inc.","0.1504","749187.52","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glow",
"GTT","GTT Communications, Inc.","34.5","1925215885.5","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gtt",
"HE","Hawaiian Electric Industries, Inc.","40.14","4372727246.28","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/he",
"HNP","Huaneng Power International, Inc.","24.63","9666100961.79","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"IDA","IDACORP, Inc.","100.07","5041863435.62","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ida",
"IDT","IDT Corporation","6.51","171078412.26","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/idt",
"INFN","Infinera Corporation","4.89","857955390","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"IGLD","Internet Gold Golden Lines Ltd.","0.84","23522676.24","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"IPLDP","Interstate Power and Light Company","25.34","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ipldp",
"JSYN","Jensyn Acquistion Corp.","10.96","19941522.72","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.2572","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","12.25","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.0999","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",
"JE","Just Energy Group, Inc.","3.76","562187040.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/je",
"KEN","Kenon Holdings Ltd.","19.14","1030243975.86","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KMI","Kinder Morgan, Inc.","19.98","45227855251.62","n/a","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/kmi",
"KEP","Korea Electric Power Corporation","15.25","19579904348.5","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","13.13","6437501607.68","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"MTSL","MER Telemanagement Solutions Ltd.","1.86","6127440.78","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MSEX","Middlesex Water Company","59.32","974586550.56","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"TIGO","Millicom International Cellular S.A.","60.32","6136909569.44","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tigo",
"MBT","Mobile TeleSystems OJSC","8.04","7578683766.36","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"NFG","National Fuel Gas Company","60.35","5206908682","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","57.98","39543884294.2","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ngg",
"NTGR","NETGEAR, Inc.","35.9","1131054701.8","n/a","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NFE","New Fortress Energy LLC","11.99","2003035299.76","n/a","2019","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfe",
"NJR","NewJersey Resources Corporation","50.4","4474128607.2","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/njr",
"NEXT","NextDecade Corporation","4.53","497624006.22","n/a","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NEP","NextEra Energy Partners, LP","46.3","2599740925.6","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","190.97","91315648429.85","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nee",
"NMK^B","Niagara Mohawk Holdings, Inc.","92.7084","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","94.75","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^c",
"NIHD","NII Holdings, Inc.","3.39","341960903.97","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NI","NiSource, Inc","27.98","10422392332.7","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","26.68","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni^b",
"NWN","Northwest Natural Holding Company","64.29","1857754120.59","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","70.65","3561416833.05","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NRG","NRG Energy, Inc.","43.06","12099754503","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nrg",
"OPTT","Ocean Power Technologies, Inc.","5.38","258309.94","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/optt",
"OGE","OGE Energy Corp","42.79","8546545758.85","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/oge",
"OGS","ONE Gas, Inc.","88.86","4671660505.62","n/a","2014","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ogs",
"OKE","ONEOK, Inc.","67.31","27705562122.42","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/oke",
"ORAN","Orange","15.32","40633353841.44","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/oran",
"ORA","Ormat Technologies, Inc.","55.09","2793182765.66","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ora",
"OTEL","Otelco Inc.","15.5","52523672","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/otel",
"OTTR","Otter Tail Corporation","50.74","2015885383.92","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ottr",
"PCG","Pacific Gas & Electric Co.","19.46","10266345408.34","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/pcg",
"PAM","Pampa Energia S.A.","30.79","2315161680","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pam",
"PTNR","Partner Communications Company Ltd.","4.18","22723520.82","5436249","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ptnr",
"PEGI","Pattern Energy Group Inc.","21.87","2149840989.18","n/a","2013","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pegi",
"PDVW","pdvWireless, Inc.","40.12","589589076.8","n/a","2015","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/pdvw",
"PNW","Pinnacle West Capital Corporation","95.38","10696534219.18","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnw",
"PLT","Plantronics, Inc.","48.59","1917863723.42","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/plt",
"PHI","PLDT Inc.","21.49","4643038604.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PNM","PNM Resources, Inc. (Holding Co.)","46.82","3729382675.68","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnm",
"POR","Portland General Electric Company","52.25","4664345743.75","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/por",
"PPX","PPL Capital Funding, Inc.","25.54","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","32.5","23430449152.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppl",
"TLK","PT Telekomunikasi Indonesia, Tbk","26.16","25914675862.56","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","59.51","30052522387.36","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/peg",
"PCYO","Pure Cycle Corporation","9.93","236300218.14","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"CTAA","Qwest Corporation","24.72","0","n/a","2016","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctaa",
